"date","tests_rate","tests_rate_lower","tests_rate_upper","tests_rate_daily","tests_rate_daily_lower","tests_rate_daily_upper","cases_rate","cases_rate_lower","cases_rate_upper","cases_rate_daily","cases_rate_daily_lower","cases_rate_daily_upper","mort","icu","hosp","cases","cases_week_avg","positives","tests","people_vaccinated","people_fully_vaccinated","total_vaccinations","total_distributed"
2020-05-13,0.00577357543301816,0.00485315036398628,0.00673583800518785,0.00415608404525514,0.0023089355806973,0.00623412606788271,0.00393997820437589,0.00318551429289966,0.0047363567776008,0.0020823692734845,0.000925497454881999,0.0034706154558075,1,18,159,9,13.4285714285714,18,4331,NA,NA,NA,NA
2020-05-14,0.00571641605567292,0.00480510335114535,0.00666915206495174,0.00460728389644581,0.00285212812637122,0.00658183413777973,0.00381821954762399,0.00307117659265408,0.00460676488898112,0.003076246978686,0.001538123489343,0.004834102395078,0,18,147,14,13.1428571428571,21,4558,NA,NA,NA,NA
2020-05-15,0.00538523512699826,0.00445235975066785,0.00631811050332867,0.00538560965101249,0.003446790176648,0.00753985351141749,0.00327200101984447,0.0025496111842944,0.00403688437513279,0.00237683664649957,0.00108038029386344,0.00388936905790838,1,15,144,11,11,25,4642,NA,NA,NA,NA
2020-05-16,0.00532611911907681,0.00443843259923067,0.00625607642558228,0.00222098833981122,0.000555247084952804,0.00444197667962243,0.00317715834957214,0.00249936456833009,0.00389731424214183,0.00222098833981122,0.000555247084952804,0.00444197667962243,1,24,150,4,10.7142857142857,4,1801,NA,NA,NA,NA
2020-05-17,0.00539788301775397,0.00447012187407751,0.00636781512250664,0.0155440414507772,0,0.0362694300518135,0.00321203668484003,0.00249355479481002,0.00397278221546004,0.00523560209424084,0,0.0157068062827225,1,17,147,1,10.8571428571429,3,193,NA,NA,NA,NA
2020-05-18,0.00498346006787816,0.0040812819521416,0.00592859904626885,0.00520833333333333,0.00301535087719298,0.00767543859649123,0.00309904015839539,0.00241036456764086,0.00383075797357207,0.00329579785773139,0.0016478989288657,0.0052183466080747,1,20,121,12,10.2857142857143,19,3648,NA,NA,NA,NA
2020-05-19,0.00455365581235501,0.00369447547040124,0.00545579517140648,0.00432112804184671,0.00250170570843757,0.006367978166932,0.00271142672692059,0.00206584893479664,0.00340004303851948,0.00273348519362187,0.00136674259681093,0.00432801822323462,2,13,110,12,9,19,4397,NA,NA,NA,NA
2020-05-20,0.00446275317542053,0.00364744249914178,0.00532097493992448,0.00346100599907707,0.00184586986617443,0.0053068758652515,0.00292246862643975,0.00223482894963039,0.00365308578304968,0.00323101777059774,0.00161550888529887,0.00507731363951073,2,13,114,14,9.71428571428572,15,4334,NA,NA,NA,NA
2020-05-21,0.00425017895490336,0.00340014316392269,0.00514495347172512,0.0033195020746888,0.0016597510373444,0.00525587828492393,0.00268853340502756,0.00201640005377067,0.00340547564636824,0.00166251039068994,0.000554170130229981,0.00304793571626489,1,12,96,6,8.57142857142857,12,3615,NA,NA,NA,NA
2020-05-22,0.00364258755376108,0.00289651540419556,0.00443254630035987,0.00256815487949427,0.00118530225207428,0.00395100750691426,0.00263585643368625,0.00197689232526468,0.00333875148266924,0.00217391304347826,0.000988142292490119,0.00355731225296443,1,14,106,11,8.57142857142857,13,5062,NA,NA,NA,NA
2020-05-23,0.00375066976245758,0.00299160564386498,0.00455438471155563,0.00277777777777778,0.000694444444444444,0.00555555555555556,0.00263734298869072,0.00196683205936257,0.00330785391801886,0.00208478109798471,0,0.00486448922863099,1,13,106,3,8.42857142857143,4,1440,NA,NA,NA,NA
2020-05-24,0.00384185838731293,0.00303774849229395,0.00469064105427742,0.0282485875706215,0.00564971751412429,0.0564971751412429,0.00277268458476812,0.00210187379813067,0.00348821609051474,0.0227272727272727,0.00568181818181818,0.0454545454545455,0,16,112,4,8.85714285714286,5,177,NA,NA,NA,NA
2020-05-25,0.00368949949026652,0.00286421670954901,0.00456332831690859,0.00552791597567717,0.00221116639027087,0.00939745715865119,0.00267275731363592,0.00199241908834678,0.00340169112644572,0.00277161862527716,0.000554323725055432,0.00554323725055432,0,14,104,5,7.85714285714286,10,1809,NA,NA,NA,NA
2020-05-26,0.00324015862269078,0.00246638939936164,0.00401392784601992,0.00216731686172518,0.000866926744690074,0.00368443866493281,0.00237173281703775,0.00174249757986447,0.00304937076476283,0.00130151843817787,0.000433839479392625,0.00238611713665944,1,8,105,6,7,10,4614,NA,NA,NA,NA
2020-05-27,0.00340361161009738,0.00264725347452019,0.00420724212914815,0.00410340582683627,0.00246204349610176,0.0059499384489126,0.00231886801381856,0.00170365813260139,0.00298140173205244,0.0028759244042728,0.0014379622021364,0.00451930977814297,2,12,120,14,7,20,4874,NA,NA,NA,NA
2020-05-28,0.00388075498324219,0.00308696419121538,0.00471864526371494,0.00565302144249513,0.0037037037037037,0.00779727095516569,0.00273730684326711,0.00207505518763797,0.00344370860927152,0.0037109375,0.0021484375,0.00546875,1,12,101,19,8.85714285714286,29,5130,NA,NA,NA,NA
2020-05-29,0.00449134435093533,0.00366284393668513,0.00536345005014608,0.00560642870491497,0.00373761913660998,0.00766211923005046,0.00336141790718994,0.00261928668092723,0.00414720391146811,0.00486253974191135,0.00317935290817281,0.00673274733495418,0,6,106,26,11,30,5351,NA,NA,NA,NA
2020-05-30,0.00456056602165203,0.00370812377461427,0.00545563038104168,0.00334608030592734,0.000956022944550669,0.00621414913957935,0.00337117009473415,0.0026457284287787,0.00413928479986345,0.00239234449760766,0.000478468899521531,0.00478468899521531,2,9,99,5,11.2857142857143,7,2092,NA,NA,NA,NA
2020-05-31,0.00441014332965821,0.00360444406750912,0.00525824781613095,0.00319488817891374,0,0.00958466453674121,0.00322662817355863,0.0025048823978942,0.00399082958308568,0.00319488817891374,0,0.00958466453674121,1,9,99,1,10.8571428571429,1,313,NA,NA,NA,NA
2020-06-01,0.00463608608797256,0.00384455919490407,0.00546530473785383,0.00603286873309757,0.00395256916996047,0.00832119825254837,0.00362209477814669,0.00290522185330516,0.00437669785692726,0.00520508015823444,0.00333125130127004,0.00728711222152821,2,17,106,25,13.7142857142857,29,4807,NA,NA,NA,NA
2020-06-02,0.00505846559876837,0.00425204354679081,0.0059015431985631,0.00471164719185827,0.0030154542027893,0.00659630606860158,0.00410933773619519,0.00337552742616034,0.00487983856173179,0.00414859513482934,0.00245144257967188,0.00603432019611541,0,12,107,22,16,25,5306,NA,NA,NA,NA
2020-06-03,0.0047777463193658,0.00399915062287656,0.00559173272933182,0.00295395308427454,0.00156385751520417,0.00451781059947871,0.00396698898452166,0.00325859809442851,0.00471079941911947,0.00243393602225313,0.00121696801112656,0.00382475660639777,0,15,114,14,16,17,5755,NA,NA,NA,NA
2020-06-04,0.00413657478045638,0.00342454141660733,0.00488251449496491,0.00225442834138486,0.00112721417069243,0.0035426731078905,0.00356222011127697,0.00288370199484326,0.00427466413353236,0.00193298969072165,0.000966494845360825,0.00306056701030928,2,9,116,12,15,14,6210,NA,NA,NA,NA
2020-06-05,0.00340613103586456,0.00277165564683096,0.00407399986642623,0.00181278839815425,0.000823994726433751,0.0029663810151615,0.00287337119946542,0.0022719679251587,0.00350818576678917,0.00115435356200528,0.000329815303430079,0.00214379947229551,0,7,100,7,12.2857142857143,11,6068,NA,NA,NA,NA
2020-06-06,0.00360613042171692,0.00293832849176934,0.00430732244816188,0.00662565073355419,0.00331282536677709,0.0104117368670137,0.00310683503708158,0.00250551212667869,0.00374156477584018,0.00568450971103742,0.00284225485551871,0.00900047370914259,1,6,105,12,13.2857142857143,14,2113,NA,NA,NA,NA
2020-06-07,0.00367683925527292,0.00300832302704148,0.00437878129491593,0.0150375939849624,0.0037593984962406,0.0300751879699248,0.00317704501371146,0.00254163601096917,0.00384589659554545,0.0113207547169811,0,0.0264150943396226,1,8,107,3,13.5714285714286,4,266,NA,NA,NA,NA
2020-06-08,0.0031887547587284,0.00257052679530147,0.00383952103601991,0.00311095748358106,0.00172830971310059,0.00466643622537159,0.00260459059091649,0.00205111509034674,0.0031906234738727,0.0017307026652821,0.000692281066112842,0.00294219453097958,2,9,95,10,11.4285714285714,18,5786,NA,NA,NA,NA
2020-06-09,0.00285907032028012,0.00228083137909987,0.0034694336470815,0.00296373779637378,0.00156903765690377,0.00453277545327755,0.00228215100768217,0.0017678634566552,0.00282858153064832,0.00226796929518493,0.00104675505931612,0.00348918353105373,0,8,97,13,10.1428571428571,17,5736,NA,NA,NA,NA
2020-06-10,0.00293129569857058,0.00233844937751136,0.00355707792635531,0.00306685749335514,0.00163565732978941,0.00470251482314455,0.00230695712355403,0.00177965263817025,0.0028672181392743,0.00265903047658008,0.00122724483534465,0.0040908161178155,0,7,91,13,10,15,4891,NA,NA,NA,NA
2020-06-11,0.00320064012802561,0.0025671801026872,0.00386744015469761,0.00334154062609919,0.00193457615195216,0.0049243756595146,0.00243568783157052,0.00190183844382903,0.00300290280604584,0.00263991552270327,0.00140795494544175,0.00404787046814502,1,3,92,15,10.4285714285714,19,5686,NA,NA,NA,NA
2020-06-12,0.00368876478091495,0.0029992760368187,0.00441272796221602,0.00506427736657577,0.0033112582781457,0.0070120763537203,0.00296694956185745,0.00234596011867798,0.00362243841854688,0.00390015600624025,0.00234009360374415,0.00565522620904836,0,4,117,20,12.2857142857143,26,5134,NA,NA,NA,NA
2020-06-13,0.00374518847314214,0.00305163505218989,0.00447341956514201,0.00669412976313079,0.00308959835221421,0.0102986611740474,0.00298455665452022,0.0023598820058997,0.00364393545028631,0.00618238021638331,0.00309119010819165,0.00978876867594024,0,6,110,12,12.2857142857143,13,1942,NA,NA,NA,NA
2020-06-14,0.00387141375734532,0.00318008987210508,0.00459730383684756,0.0222841225626741,0.00835654596100279,0.0389972144846797,0.00314780864090768,0.00252516517347539,0.0038050434120862,0.0222841225626741,0.00835654596100279,0.0389972144846797,0,8,104,8,13,8,359,NA,NA,NA,NA
2020-06-15,0.00418619628609253,0.00343482772192207,0.00497334430569967,0.00485334458746571,0.00295420974889217,0.00696349440810298,0.00361579493788709,0.00293559589016575,0.00433179393548849,0.00422297297297297,0.00253378378378378,0.00612331081081081,1,9,94,20,14.4285714285714,23,4739,NA,NA,NA,NA
2020-06-16,0.00456671864557808,0.00378703497438182,0.00538353011064083,0.00510746967439881,0.00319216854649926,0.00723558203873165,0.00401203610832497,0.00326906645863516,0.00479215424049928,0.00425985090521832,0.00255591054313099,0.00617678381256656,0,8,78,20,15.4285714285714,24,4699,NA,NA,NA,NA
